champion_combination,win_count,loss_count,total_games,win_rate
"(87, 106, 128, 148, 163)",0,2,2,0.0
"(87, 106, 127, 154, 156)",0,1,1,0.0
"(53, 98, 130, 138, 158)",0,1,1,0.0
"(53, 101, 122, 138, 148)",0,1,1,0.0
"(1, 71, 87, 138, 163)",0,1,1,0.0
"(1, 13, 19, 103, 146)",0,1,1,0.0
"(2, 104, 137, 156, 163)",0,1,1,0.0
"(2, 5, 111, 122, 148)",0,2,2,0.0
"(55, 70, 100, 149, 156)",0,3,3,0.0
"(49, 104, 111, 128, 158)",0,1,1,0.0
"(55, 70, 130, 143, 158)",0,1,1,0.0
"(49, 82, 101, 123, 130)",0,1,1,0.0
"(2, 5, 55, 89, 99)",0,1,1,0.0
"(2, 5, 53, 106, 127)",0,1,1,0.0
"(2, 5, 40, 122, 163)",0,1,1,0.0
"(50, 51, 52, 89, 104)",0,1,1,0.0
"(1, 13, 25, 52, 158)",0,1,1,0.0
"(98, 135, 138, 148, 151)",0,1,1,0.0
"(49, 55, 130, 147, 150)",0,1,1,0.0
"(49, 55, 108, 127, 166)",0,1,1,0.0
"(55, 71, 94, 98, 107)",0,3,3,0.0
"(73, 85, 92, 103, 127)",0,1,1,0.0
"(55, 71, 96, 108, 147)",0,1,1,0.0
"(55, 71, 96, 115, 135)",0,2,2,0.0
"(2, 104, 122, 142, 156)",0,2,2,0.0
"(2, 6, 56, 105, 108)",0,1,1,0.0
"(2, 9, 20, 103, 134)",0,1,1,0.0
"(50, 51, 55, 87, 155)",0,1,1,0.0
"(50, 51, 70, 89, 123)",0,1,1,0.0
"(50, 51, 63, 88, 142)",0,1,1,0.0
"(55, 69, 98, 123, 127)",0,1,1,0.0
"(55, 69, 101, 108, 135)",0,2,2,0.0
"(2, 104, 109, 111, 147)",0,1,1,0.0
"(2, 104, 111, 152, 156)",0,1,1,0.0
"(98, 130, 135, 151, 163)",0,2,2,0.0
"(55, 69, 104, 137, 149)",0,1,1,0.0
"(55, 69, 122, 130, 142)",0,2,2,0.0
"(50, 51, 53, 87, 130)",0,1,1,0.0
"(98, 130, 142, 148, 163)",0,1,1,0.0
"(73, 85, 106, 130, 148)",0,1,1,0.0
"(73, 85, 96, 109, 158)",0,1,1,0.0
"(2, 7, 40, 53, 117)",0,1,1,0.0
"(50, 51, 55, 71, 87)",0,1,1,0.0
"(73, 85, 95, 127, 135)",0,1,1,0.0
"(55, 70, 71, 93, 158)",0,1,1,0.0
"(50, 51, 53, 127, 134)",0,1,1,0.0
"(55, 71, 97, 100, 166)",0,2,2,0.0
"(1, 13, 40, 46, 55)",0,1,1,0.0
"(49, 53, 109, 122, 134)",0,1,1,0.0
"(55, 76, 78, 89, 158)",0,1,1,0.0
"(55, 72, 104, 106, 112)",0,1,1,0.0
"(3, 4, 17, 130, 163)",0,1,1,0.0
"(55, 75, 78, 89, 135)",0,3,3,0.0
"(73, 85, 89, 122, 158)",0,1,1,0.0
"(1, 3, 130, 134, 142)",0,1,1,0.0
"(55, 75, 104, 117, 130)",0,1,1,0.0
"(2, 5, 10, 76, 148)",0,4,4,0.0
"(55, 75, 122, 140, 162)",0,1,1,0.0
"(1, 13, 40, 53, 88)",0,1,1,0.0
"(55, 71, 98, 129, 135)",0,1,1,0.0
"(1, 3, 79, 104, 142)",0,1,1,0.0
"(2, 5, 10, 40, 157)",0,1,1,0.0
"(55, 76, 89, 134, 146)",0,1,1,0.0
"(55, 76, 96, 134, 148)",0,2,2,0.0
"(48, 59, 106, 130, 142)",0,1,1,0.0
"(55, 76, 98, 106, 130)",0,1,1,0.0
"(48, 56, 69, 94, 109)",0,1,1,0.0
"(48, 55, 89, 96, 158)",0,4,4,0.0
"(48, 69, 100, 123, 148)",0,1,1,0.0
"(55, 72, 101, 137, 148)",0,1,1,0.0
"(55, 72, 100, 101, 148)",0,1,1,0.0
"(55, 72, 97, 109, 148)",0,1,1,0.0
"(49, 53, 88, 114, 167)",0,1,1,0.0
"(55, 71, 98, 135, 137)",0,2,2,0.0
"(2, 5, 26, 55, 148)",0,3,3,0.0
"(55, 71, 101, 115, 122)",0,2,2,0.0
"(49, 52, 68, 122, 145)",0,1,1,0.0
"(2, 5, 23, 51, 131)",0,1,1,0.0
"(2, 5, 23, 50, 51)",0,2,2,0.0
"(2, 124, 137, 142, 148)",0,1,1,0.0
"(48, 130, 138, 148, 163)",0,1,1,0.0
"(2, 129, 140, 148, 163)",0,4,4,0.0
"(2, 5, 21, 56, 64)",0,1,1,0.0
"(3, 4, 5, 19, 29)",0,1,1,0.0
"(3, 4, 9, 40, 74)",0,2,2,0.0
"(3, 4, 10, 15, 40)",0,2,2,0.0
"(55, 72, 87, 89, 106)",0,2,2,0.0
"(55, 72, 87, 96, 161)",0,3,3,0.0
"(55, 72, 87, 109, 148)",0,1,1,0.0
"(55, 69, 93, 98, 166)",0,1,1,0.0
"(55, 69, 88, 106, 128)",0,1,1,0.0
"(2, 5, 10, 21, 40)",0,1,1,0.0
"(2, 9, 122, 124, 130)",0,1,1,0.0
"(73, 85, 130, 135, 153)",0,1,1,0.0
"(50, 53, 71, 99, 104)",0,2,2,0.0
"(50, 53, 71, 87, 135)",0,1,1,0.0
"(98, 109, 135, 138, 142)",0,1,1,0.0
"(55, 66, 69, 101, 109)",0,2,2,0.0
"(2, 87, 133, 142, 148)",0,1,1,0.0
"(55, 66, 87, 89, 158)",0,3,3,0.0
"(50, 53, 68, 87, 122)",0,1,1,0.0
"(1, 4, 15, 55, 109)",0,1,1,0.0
"(50, 53, 74, 130, 135)",0,1,1,0.0
"(50, 53, 64, 129, 155)",0,1,1,0.0
"(50, 53, 62, 166, 167)",0,2,2,0.0
"(50, 53, 60, 134, 148)",0,1,1,0.0
"(55, 66, 98, 99, 130)",0,3,3,0.0
"(50, 53, 58, 101, 131)",0,1,1,0.0
"(50, 53, 58, 87, 155)",0,2,2,0.0
"(2, 9, 93, 134, 148)",0,1,1,0.0
"(2, 40, 73, 109, 124)",0,1,1,0.0
"(98, 109, 127, 142, 147)",0,1,1,0.0
"(50, 53, 74, 146, 148)",0,1,1,0.0
"(98, 127, 133, 135, 148)",0,1,1,0.0
"(55, 65, 76, 98, 138)",0,1,1,0.0
"(2, 10, 15, 65, 151)",0,1,1,0.0
"(50, 53, 89, 95, 135)",0,6,6,0.0
"(55, 65, 68, 93, 125)",0,1,1,0.0
"(55, 65, 68, 98, 122)",0,1,1,0.0
"(55, 65, 68, 104, 158)",0,1,1,0.0
"(1, 4, 17, 32, 53)",0,1,1,0.0
"(55, 65, 75, 93, 98)",0,1,1,0.0
"(1, 12, 65, 73, 85)",0,1,1,0.0
"(55, 65, 78, 117, 119)",0,2,2,0.0
"(55, 65, 97, 138, 162)",0,1,1,0.0
"(55, 65, 87, 94, 97)",0,1,1,0.0
"(55, 65, 87, 130, 138)",0,3,3,0.0
"(50, 53, 87, 122, 130)",0,2,2,0.0
"(1, 4, 16, 56, 104)",0,1,1,0.0
"(73, 85, 130, 148, 158)",0,2,2,0.0
"(50, 53, 87, 89, 99)",0,2,2,0.0
"(2, 87, 100, 142, 156)",0,1,1,0.0
"(55, 65, 94, 106, 134)",0,1,1,0.0
"(55, 67, 87, 99, 130)",0,1,1,0.0
"(55, 67, 109, 116, 148)",0,1,1,0.0
"(1, 12, 111, 115, 148)",0,1,1,0.0
"(98, 122, 138, 142, 148)",0,2,2,0.0
"(2, 101, 138, 142, 147)",0,1,1,0.0
"(98, 122, 130, 135, 156)",0,1,1,0.0
"(73, 85, 122, 130, 166)",0,1,1,0.0
"(55, 68, 103, 104, 117)",0,1,1,0.0
"(55, 68, 104, 109, 137)",0,4,4,0.0
"(50, 52, 57, 148, 161)",0,1,1,0.0
"(2, 9, 41, 93, 104)",0,2,2,0.0
"(55, 69, 70, 99, 148)",0,1,1,0.0
"(55, 69, 76, 135, 165)",0,3,3,0.0
"(2, 9, 69, 87, 140)",0,1,1,0.0
"(50, 51, 87, 135, 138)",0,1,1,0.0
"(55, 69, 78, 108, 138)",0,1,1,0.0
"(55, 69, 78, 109, 127)",0,1,1,0.0
"(55, 69, 87, 100, 166)",0,1,1,0.0
"(50, 51, 75, 89, 142)",0,1,1,0.0
"(55, 69, 87, 129, 149)",0,1,1,0.0
"(55, 69, 88, 93, 133)",0,2,2,0.0
"(55, 69, 88, 98, 106)",0,3,3,0.0
"(2, 9, 50, 74, 148)",0,1,1,0.0
"(50, 52, 71, 75, 96)",0,3,3,0.0
"(55, 68, 97, 119, 156)",0,2,2,0.0
"(50, 52, 71, 114, 158)",0,1,1,0.0
"(55, 68, 70, 89, 151)",0,1,1,0.0
"(55, 68, 70, 140, 143)",0,1,1,0.0
"(50, 52, 104, 130, 135)",0,1,1,0.0
"(50, 52, 104, 122, 130)",0,1,1,0.0
"(2, 9, 64, 123, 134)",0,1,1,0.0
"(55, 68, 87, 89, 108)",0,1,1,0.0
"(55, 68, 87, 97, 148)",0,1,1,0.0
"(2, 97, 106, 135, 145)",0,2,2,0.0
"(2, 9, 63, 132, 148)",0,1,1,0.0
"(55, 68, 87, 107, 137)",0,1,1,0.0
"(1, 4, 13, 127, 163)",0,2,2,0.0
"(98, 122, 127, 148, 163)",0,2,2,0.0
"(2, 98, 103, 137, 163)",0,2,2,0.0
"(2, 101, 106, 148, 163)",0,1,1,0.0
"(2, 9, 50, 87, 112)",0,1,1,0.0
"(50, 52, 87, 88, 157)",0,1,1,0.0
"(50, 52, 75, 88, 148)",0,1,1,0.0
"(2, 5, 10, 40, 118)",0,1,1,0.0
"(73, 85, 89, 106, 135)",0,2,2,0.0
"(53, 101, 127, 147, 153)",0,2,2,0.0
"(1, 75, 76, 130, 163)",0,1,1,0.0
"(1, 87, 89, 122, 142)",0,1,1,0.0
"(72, 73, 103, 125, 137)",0,1,1,0.0
"(1, 87, 88, 111, 130)",0,1,1,0.0
"(55, 89, 98, 106, 162)",0,1,1,0.0
"(1, 3, 40, 109, 157)",0,1,1,0.0
"(1, 79, 122, 123, 167)",0,1,1,0.0
"(55, 89, 99, 100, 104)",0,1,1,0.0
"(71, 122, 134, 142, 162)",0,1,1,0.0
"(55, 89, 101, 117, 135)",0,1,1,0.0
"(1, 87, 89, 135, 142)",0,1,1,0.0
"(46, 89, 104, 137, 142)",0,1,1,0.0
"(3, 9, 20, 109, 161)",0,1,1,0.0
"(55, 89, 101, 122, 135)",0,2,2,0.0
"(46, 88, 127, 142, 158)",0,1,1,0.0
"(46, 88, 96, 130, 142)",0,1,1,0.0
"(1, 14, 101, 138, 139)",0,1,1,0.0
"(55, 89, 104, 122, 138)",0,1,1,0.0
"(1, 74, 99, 135, 140)",0,1,1,0.0
"(55, 89, 97, 110, 135)",0,1,1,0.0
"(55, 89, 96, 101, 157)",0,1,1,0.0
"(55, 87, 122, 130, 135)",0,3,3,0.0
"(55, 87, 130, 138, 158)",0,1,1,0.0
"(1, 3, 53, 64, 134)",0,1,1,0.0
"(55, 87, 122, 148, 158)",0,2,2,0.0
"(46, 104, 130, 142, 151)",0,1,1,0.0
"(46, 104, 115, 130, 142)",0,1,1,0.0
"(3, 6, 21, 33, 70)",0,1,1,0.0
"(3, 7, 17, 40, 135)",0,1,1,0.0
"(55, 87, 130, 135, 137)",0,1,1,0.0
"(101, 106, 121, 128, 130)",0,1,1,0.0
"(55, 87, 133, 148, 158)",0,1,1,0.0
"(46, 91, 134, 135, 146)",0,1,1,0.0
"(55, 87, 141, 148, 155)",0,2,2,0.0
"(1, 3, 42, 74, 163)",0,1,1,0.0
"(55, 88, 94, 147, 161)",0,1,1,0.0
"(72, 78, 123, 148, 153)",0,1,1,0.0
"(55, 88, 101, 143, 152)",0,1,1,0.0
"(46, 94, 103, 114, 163)",0,1,1,0.0
"(46, 92, 98, 111, 130)",0,4,4,0.0
"(55, 89, 93, 132, 135)",0,1,1,0.0
"(55, 89, 104, 135, 148)",0,1,1,0.0
"(1, 3, 28, 53, 134)",0,3,3,0.0
"(55, 89, 104, 138, 151)",0,1,1,0.0
"(1, 71, 104, 142, 162)",0,1,1,0.0
"(46, 73, 87, 96, 130)",0,2,2,0.0
"(46, 73, 85, 130, 135)",0,1,1,0.0
"(55, 95, 97, 109, 135)",0,2,2,0.0
"(71, 109, 134, 135, 142)",0,1,1,0.0
"(1, 71, 113, 126, 131)",0,1,1,0.0
"(55, 96, 98, 109, 148)",0,5,5,0.0
"(1, 71, 104, 158, 163)",0,1,1,0.0
"(55, 96, 104, 109, 158)",0,1,1,0.0
"(55, 97, 130, 132, 148)",0,1,1,0.0
"(55, 89, 106, 159, 167)",0,1,1,0.0
"(46, 71, 101, 106, 154)",0,1,1,0.0
"(55, 97, 148, 161, 167)",0,1,1,0.0
"(46, 71, 88, 93, 142)",0,1,1,0.0
"(55, 98, 100, 145, 148)",0,1,1,0.0
"(71, 109, 116, 142, 158)",0,1,1,0.0
"(1, 71, 101, 111, 157)",0,2,2,0.0
"(46, 71, 87, 111, 138)",0,1,1,0.0
"(55, 98, 120, 130, 148)",0,1,1,0.0
"(46, 73, 119, 148, 160)",0,1,1,0.0
"(55, 94, 101, 107, 138)",0,1,1,0.0
"(55, 94, 98, 122, 148)",0,1,1,0.0
"(55, 94, 97, 103, 109)",0,2,2,0.0
"(1, 74, 96, 143, 166)",0,1,1,0.0
"(3, 9, 39, 65, 104)",0,1,1,0.0
"(55, 91, 98, 106, 130)",0,1,1,0.0
"(1, 15, 19, 58, 155)",0,1,1,0.0
"(46, 87, 109, 113, 155)",0,2,2,0.0
"(1, 3, 23, 69, 87)",0,1,1,0.0
"(3, 9, 40, 54, 134)",0,2,2,0.0
"(55, 92, 95, 148, 160)",0,1,1,0.0
"(1, 73, 96, 114, 130)",0,2,2,0.0
"(46, 87, 89, 135, 142)",0,1,1,0.0
"(3, 9, 40, 108, 132)",0,1,1,0.0
"(46, 85, 86, 89, 142)",0,1,1,0.0
"(1, 73, 94, 98, 152)",0,2,2,0.0
"(46, 81, 89, 122, 134)",0,3,3,0.0
"(55, 92, 130, 131, 138)",0,5,5,0.0
"(46, 78, 89, 113, 140)",0,1,1,0.0
"(71, 112, 135, 139, 142)",0,1,1,0.0
"(72, 104, 111, 122, 148)",0,1,1,0.0
"(101, 106, 111, 130, 135)",0,1,1,0.0
"(55, 78, 89, 131, 134)",0,1,1,0.0
"(55, 86, 104, 148, 150)",0,1,1,0.0
"(3, 5, 10, 41, 65)",0,2,2,0.0
"(2, 3, 5, 135, 148)",0,1,1,0.0
"(3, 5, 10, 41, 148)",0,2,2,0.0
"(1, 13, 58, 106, 163)",0,1,1,0.0
"(55, 86, 88, 130, 131)",0,1,1,0.0
"(1, 13, 71, 135, 142)",0,1,1,0.0
"(1, 117, 142, 146, 148)",0,1,1,0.0
"(55, 86, 101, 122, 156)",0,1,1,0.0
"(55, 86, 114, 130, 158)",0,8,8,0.0
"(2, 3, 9, 113, 161)",0,1,1,0.0
"(55, 87, 89, 94, 106)",0,2,2,0.0
"(3, 5, 20, 111, 112)",0,1,1,0.0
"(73, 80, 94, 122, 156)",0,2,2,0.0
"(100, 105, 128, 142, 148)",0,3,3,0.0
"(3, 5, 23, 45, 107)",0,2,2,0.0
"(3, 5, 23, 50, 55)",0,2,2,0.0
"(3, 5, 27, 107, 135)",0,2,2,0.0
"(55, 87, 89, 106, 162)",0,1,1,0.0
"(55, 86, 87, 88, 112)",0,1,1,0.0
"(55, 82, 116, 148, 158)",0,1,1,0.0
"(1, 89, 98, 123, 127)",0,1,1,0.0
"(55, 78, 133, 148, 161)",0,1,1,0.0
"(55, 78, 89, 131, 158)",0,2,2,0.0
"(1, 13, 51, 109, 142)",0,3,3,0.0
"(55, 78, 92, 122, 157)",0,1,1,0.0
"(48, 53, 69, 122, 155)",0,4,4,0.0
"(1, 13, 52, 99, 130)",0,2,2,0.0
"(55, 78, 108, 130, 138)",0,1,1,0.0
"(55, 78, 109, 135, 147)",0,1,1,0.0
"(48, 52, 69, 76, 127)",0,1,1,0.0
"(55, 79, 93, 101, 135)",0,1,1,0.0
"(2, 3, 23, 40, 74)",0,2,2,0.0
"(2, 3, 31, 57, 156)",0,1,1,0.0
"(1, 13, 55, 89, 99)",0,2,2,0.0
"(1, 13, 55, 107, 155)",0,1,1,0.0
"(2, 3, 23, 134, 147)",0,1,1,0.0
"(73, 85, 86, 99, 130)",0,1,1,0.0
"(1, 3, 69, 87, 139)",0,3,3,0.0
"(73, 82, 135, 140, 160)",0,3,3,0.0
"(1, 3, 69, 85, 163)",0,1,1,0.0
"(47, 55, 69, 98, 135)",0,1,1,0.0
"(47, 55, 63, 87, 135)",0,1,1,0.0
"(47, 53, 134, 153, 166)",0,1,1,0.0
"(1, 89, 124, 135, 163)",0,2,2,0.0
"(55, 87, 94, 122, 130)",0,1,1,0.0
"(55, 87, 94, 122, 148)",0,1,1,0.0
"(47, 51, 60, 90, 132)",0,1,1,0.0
"(55, 87, 96, 107, 130)",0,1,1,0.0
"(73, 77, 85, 122, 130)",0,2,2,0.0
"(47, 51, 53, 114, 166)",0,1,1,0.0
"(47, 51, 52, 138, 167)",0,1,1,0.0
"(1, 90, 114, 130, 148)",0,1,1,0.0
"(73, 77, 85, 103, 147)",0,1,1,0.0
"(1, 3, 67, 134, 156)",0,1,1,0.0
"(47, 48, 130, 148, 157)",0,1,1,0.0
"(55, 87, 106, 130, 162)",0,2,2,0.0
"(1, 89, 104, 138, 163)",0,2,2,0.0
"(1, 3, 53, 104, 130)",0,2,2,0.0
"(47, 48, 55, 119, 135)",0,1,1,0.0
"(55, 87, 109, 148, 155)",0,3,3,0.0
"(55, 87, 110, 141, 148)",0,1,1,0.0
"(55, 87, 116, 122, 165)",0,1,1,0.0
"(55, 87, 93, 148, 155)",0,1,1,0.0
"(73, 77, 89, 113, 122)",0,1,1,0.0
"(47, 52, 54, 92, 135)",0,1,1,0.0
"(3, 5, 40, 63, 142)",0,1,1,0.0
"(1, 101, 130, 155, 163)",0,1,1,0.0
"(47, 53, 87, 130, 143)",0,1,1,0.0
"(1, 99, 112, 113, 123)",0,1,1,0.0
"(73, 79, 106, 130, 160)",0,1,1,0.0
"(47, 53, 69, 114, 122)",0,1,1,0.0
"(47, 53, 66, 72, 134)",0,1,1,0.0
"(1, 14, 20, 73, 155)",0,2,2,0.0
"(47, 53, 57, 87, 103)",0,1,1,0.0
"(47, 52, 114, 135, 159)",0,1,1,0.0
"(55, 87, 89, 135, 152)",0,2,2,0.0
"(47, 52, 93, 96, 134)",0,1,1,0.0
"(3, 5, 40, 45, 52)",0,1,1,0.0
"(55, 87, 89, 146, 159)",0,1,1,0.0
"(1, 96, 123, 126, 127)",0,1,1,0.0
"(55, 87, 92, 103, 106)",0,1,1,0.0
"(55, 87, 92, 131, 143)",0,2,2,0.0
"(47, 52, 68, 107, 116)",0,1,1,0.0
"(2, 10, 15, 106, 148)",0,1,1,0.0
"(2, 10, 15, 140, 141)",0,4,4,0.0
"(50, 53, 89, 114, 138)",0,1,1,0.0
"(2, 14, 44, 97, 142)",0,3,3,0.0
"(54, 56, 89, 105, 138)",0,2,2,0.0
"(50, 69, 72, 134, 142)",0,1,1,0.0
"(54, 57, 60, 144, 156)",0,3,3,0.0
"(50, 68, 103, 142, 166)",0,1,1,0.0
"(50, 68, 88, 122, 142)",0,1,1,0.0
"(54, 57, 69, 138, 142)",0,3,3,0.0
"(54, 58, 70, 103, 150)",0,2,2,0.0
"(54, 58, 87, 142, 148)",0,1,1,0.0
"(74, 130, 138, 162, 163)",0,1,1,0.0
"(54, 56, 87, 99, 103)",0,1,1,0.0
"(74, 130, 137, 139, 158)",0,1,1,0.0
"(2, 14, 31, 57, 82)",0,1,1,0.0
"(74, 127, 131, 151, 163)",0,1,1,0.0
"(2, 63, 65, 101, 154)",0,1,1,0.0
"(54, 62, 68, 114, 163)",0,1,1,0.0
"(54, 64, 68, 74, 142)",0,1,1,0.0
"(54, 64, 73, 80, 138)",0,2,2,0.0
"(54, 64, 87, 128, 142)",0,1,1,0.0
"(54, 56, 87, 148, 166)",0,2,2,0.0
"(54, 56, 87, 89, 158)",0,2,2,0.0
"(75, 93, 103, 142, 158)",0,2,2,0.0
"(50, 70, 98, 130, 142)",0,1,1,0.0
"(94, 101, 122, 156, 163)",0,1,1,0.0
"(1, 4, 69, 134, 142)",0,1,1,0.0
"(2, 56, 106, 118, 134)",0,3,3,0.0
"(2, 15, 23, 69, 122)",0,1,1,0.0
"(54, 55, 94, 103, 104)",0,1,1,0.0
"(54, 55, 97, 107, 145)",0,3,3,0.0
"(2, 15, 23, 46, 130)",0,1,1,0.0
"(54, 55, 103, 104, 127)",0,1,1,0.0
"(54, 55, 104, 130, 158)",0,1,1,0.0
"(50, 69, 87, 128, 154)",0,1,1,0.0
"(50, 69, 104, 135, 155)",0,1,1,0.0
"(50, 69, 98, 142, 155)",0,1,1,0.0
"(2, 14, 101, 122, 163)",0,1,1,0.0
"(54, 56, 60, 98, 130)",0,1,1,0.0
"(54, 56, 69, 105, 127)",0,1,1,0.0
"(1, 4, 62, 98, 142)",0,3,3,0.0
"(54, 56, 72, 132, 156)",0,1,1,0.0
"(75, 89, 122, 135, 164)",0,1,1,0.0
"(54, 65, 73, 79, 80)",0,1,1,0.0
"(94, 109, 113, 142, 148)",0,2,2,0.0
"(50, 67, 69, 72, 122)",0,1,1,0.0
"(2, 13, 40, 121, 122)",0,1,1,0.0
"(2, 13, 123, 130, 138)",0,2,2,0.0
"(2, 13, 53, 65, 106)",0,1,1,0.0
"(1, 4, 53, 87, 130)",0,1,1,0.0
"(54, 70, 111, 130, 158)",0,2,2,0.0
"(50, 62, 123, 130, 165)",0,1,1,0.0
"(54, 71, 87, 111, 127)",0,1,1,0.0
"(2, 13, 46, 103, 142)",0,1,1,0.0
"(50, 60, 104, 130, 142)",0,2,2,0.0
"(50, 60, 97, 142, 148)",0,1,1,0.0
"(1, 4, 55, 70, 127)",0,1,1,0.0
"(1, 4, 53, 87, 89)",0,1,1,0.0
"(54, 71, 101, 127, 139)",0,1,1,0.0
"(2, 65, 70, 95, 142)",0,1,1,0.0
"(2, 13, 40, 81, 138)",0,1,1,0.0
"(54, 71, 114, 162, 163)",0,1,1,0.0
"(2, 65, 73, 85, 152)",0,1,1,0.0
"(50, 58, 129, 135, 142)",0,2,2,0.0
"(50, 58, 92, 124, 142)",0,1,1,0.0
"(54, 69, 70, 72, 90)",0,5,5,0.0
"(94, 130, 134, 139, 162)",0,2,2,0.0
"(54, 68, 107, 114, 142)",0,2,2,0.0
"(2, 14, 19, 51, 134)",0,1,1,0.0
"(54, 65, 73, 132, 146)",0,2,2,0.0
"(2, 14, 23, 87, 115)",0,1,1,0.0
"(2, 63, 69, 78, 163)",0,2,2,0.0
"(2, 63, 101, 121, 148)",0,1,1,0.0
"(54, 65, 87, 138, 157)",0,2,2,0.0
"(74, 103, 122, 163, 166)",0,1,1,0.0
"(54, 65, 87, 138, 163)",0,1,1,0.0
"(2, 64, 73, 85, 122)",0,1,1,0.0
"(1, 11, 23, 89, 134)",0,1,1,0.0
"(50, 65, 77, 98, 164)",0,1,1,0.0
"(50, 65, 73, 87, 130)",0,1,1,0.0
"(2, 64, 87, 123, 138)",0,1,1,0.0
"(50, 64, 128, 135, 160)",0,1,1,0.0
"(54, 65, 98, 130, 142)",0,1,1,0.0
"(50, 64, 101, 127, 163)",0,1,1,0.0
"(94, 122, 145, 148, 163)",0,1,1,0.0
"(50, 64, 74, 128, 139)",0,2,2,0.0
"(2, 56, 97, 116, 134)",0,1,1,0.0
"(50, 71, 87, 142, 158)",0,1,1,0.0
"(2, 10, 17, 33, 147)",0,1,1,0.0
"(53, 122, 130, 134, 135)",0,1,1,0.0
"(2, 15, 86, 135, 148)",0,1,1,0.0
"(77, 90, 99, 126, 156)",0,1,1,0.0
"(1, 5, 10, 89, 157)",0,1,1,0.0
"(53, 122, 127, 134, 135)",0,1,1,0.0
"(77, 89, 122, 131, 142)",0,1,1,0.0
"(92, 101, 106, 145, 154)",0,2,2,0.0
"(77, 78, 109, 113, 148)",0,1,1,0.0
"(92, 101, 128, 138, 142)",0,1,1,0.0
"(1, 10, 87, 122, 130)",0,1,1,0.0
"(50, 87, 109, 157, 163)",0,2,2,0.0
"(1, 5, 10, 69, 82)",0,2,2,0.0
"(53, 122, 130, 134, 158)",0,1,1,0.0
"(2, 15, 63, 67, 69)",0,1,1,0.0
"(2, 55, 87, 103, 138)",0,2,2,0.0
"(92, 117, 138, 157, 161)",0,1,1,0.0
"(76, 104, 121, 130, 148)",0,2,2,0.0
"(50, 87, 89, 135, 158)",0,1,1,0.0
"(50, 87, 89, 113, 158)",0,1,1,0.0
"(53, 115, 131, 134, 156)",0,1,1,0.0
"(50, 87, 111, 130, 149)",0,1,1,0.0
"(50, 71, 90, 160, 162)",0,2,2,0.0
"(53, 103, 109, 134, 155)",0,1,1,0.0
"(2, 55, 87, 95, 103)",0,1,1,0.0
"(53, 101, 130, 135, 148)",0,2,2,0.0
"(2, 17, 40, 53, 109)",0,5,5,0.0
"(90, 113, 127, 148, 158)",0,3,3,0.0
"(1, 5, 11, 23, 71)",0,2,2,0.0
"(90, 122, 132, 138, 148)",0,1,1,0.0
"(91, 106, 130, 142, 167)",0,1,1,0.0
"(53, 103, 109, 134, 146)",0,1,1,0.0
"(78, 86, 89, 123, 158)",0,1,1,0.0
"(50, 87, 123, 130, 135)",0,1,1,0.0
"(53, 104, 107, 120, 166)",0,2,2,0.0
"(92, 93, 98, 111, 135)",0,5,5,0.0
"(1, 5, 10, 122, 130)",0,1,1,0.0
"(2, 17, 19, 20, 42)",0,1,1,0.0
"(53, 108, 114, 130, 156)",0,1,1,0.0
"(2, 16, 23, 64, 86)",0,1,1,0.0
"(53, 109, 122, 134, 135)",0,1,1,0.0
"(2, 15, 142, 148, 158)",0,1,1,0.0
"(53, 127, 130, 134, 153)",0,1,1,0.0
"(2, 15, 56, 109, 148)",0,2,2,0.0
"(53, 131, 134, 138, 162)",0,1,1,0.0
"(1, 4, 89, 90, 104)",0,2,2,0.0
"(50, 74, 109, 127, 163)",0,1,1,0.0
"(50, 74, 89, 131, 163)",0,1,1,0.0
"(54, 55, 71, 78, 135)",0,1,1,0.0
"(1, 5, 10, 23, 89)",0,1,1,0.0
"(75, 123, 127, 135, 143)",0,1,1,0.0
"(2, 15, 40, 53, 93)",0,1,1,0.0
"(50, 73, 85, 89, 166)",0,2,2,0.0
"(2, 56, 69, 87, 109)",0,2,2,0.0
"(2, 15, 36, 55, 92)",0,1,1,0.0
"(2, 55, 89, 104, 122)",0,1,1,0.0
"(54, 55, 72, 141, 148)",0,2,2,0.0
"(1, 4, 71, 101, 154)",0,1,1,0.0
"(1, 4, 71, 73, 134)",0,1,1,0.0
"(54, 55, 77, 79, 122)",0,1,1,0.0
"(50, 71, 113, 142, 162)",0,1,1,0.0
"(2, 56, 95, 104, 148)",0,2,2,0.0
"(75, 96, 106, 130, 142)",0,1,1,0.0
"(50, 71, 98, 142, 162)",0,1,1,0.0
"(76, 87, 142, 148, 150)",0,1,1,0.0
"(54, 55, 69, 109, 138)",0,1,1,0.0
"(2, 15, 40, 109, 142)",0,1,1,0.0
"(50, 75, 134, 142, 148)",0,1,1,0.0
"(2, 15, 55, 148, 152)",0,1,1,0.0
"(2, 55, 95, 97, 153)",0,5,5,0.0
"(53, 134, 135, 148, 150)",0,3,3,0.0
"(2, 15, 54, 55, 148)",0,2,2,0.0
"(1, 5, 10, 29, 148)",0,1,1,0.0
"(50, 80, 123, 148, 150)",0,1,1,0.0
"(1, 11, 13, 40, 52)",0,1,1,0.0
"(50, 79, 109, 142, 165)",0,3,3,0.0
"(54, 55, 58, 87, 148)",0,1,1,0.0
"(2, 55, 98, 103, 120)",0,1,1,0.0
